Bytes,Memcpy,Memcpy_Moop,Memcpy_Fast
40194,3024175,847945,246690
40195,3024835,836845,247695
40196,3112430,836400,246005
40197,3022165,834465,246260
40198,3037995,836075,247555
40199,3117370,835490,247315
40200,3023725,848315,245860
40201,3024385,836895,247405
40202,3024685,836795,246025
40203,3035325,892715,246130
40204,3038695,836145,248245
40205,3025045,835545,246405
40206,3034285,837160,246935
40207,3025385,836665,246470
40208,3024455,836815,245955
40209,3129710,836860,246275
40210,3039135,834615,246270
40211,3026095,835705,248015
40212,3095070,837100,246505
40213,3024335,849455,246350
40214,3025355,837525,249025
40215,3042005,837685,247035
40216,3036075,909885,245760
40217,3030555,836095,324085
40218,3026225,837445,247275
40219,3030165,837670,247055
40220,3024975,836575,245970
40221,3041445,837865,247505
40222,3128840,837060,247065
40223,3025945,834225,247900
40224,3026385,836725,247485
40225,3102850,837080,246815
40226,3025525,850195,246880
40227,3041775,837435,249085
40228,3040145,836435,246465
40229,3023165,892225,247530
40230,3026855,837465,324895
40231,3027585,837895,247695
40232,3036075,837080,245325
40233,3042025,836525,245980
40234,3040665,836655,246795
40235,3119310,836100,247025
40236,3026825,835065,246180
40237,3026975,837805,247795
40238,3086600,837790,246445
40239,3040145,851325,246730
40240,3039915,836725,258415
40241,3027755,836465,246685
40242,3024125,912005,246850
40243,3027515,838185,314415
40244,3027175,837855,246015
40245,3043835,838070,246595
40246,3041885,836955,246890
40247,3028625,837545,247945
40248,3119330,837570,246475
40249,3027815,835245,246500
40250,3027715,838035,248165
40251,3120590,838310,247045
40252,3041585,850515,246300
40253,3028445,837415,248965
40254,3029005,838505,247665
40255,3025435,894525,247370
40256,3027715,837435,248705
40257,3044835,837875,246955
40258,3052045,836860,247075
40259,3029725,836445,247830
40260,3029355,837895,247405
40261,3119110,838180,247105
40262,3028445,835935,247400
40263,3045275,838565,249035
40264,3109870,836860,245595
40265,3028725,850285,246570
40266,3030045,838245,248725
40267,3030355,838435,246615
40268,3026515,910375,245870
40269,3027595,838515,248605
40270,3042685,837875,246575
40271,3026345,837850,247355
40272,3029765,851745,246100
40273,3030165,838465,246475
40274,3040625,838360,246735
40275,3027915,837535,247020
40276,3043725,837775,246585
40277,3122200,837450,247215
40278,3030865,836005,247510
40279,3030595,839125,248225
40280,3105730,838370,246265
40281,3043225,845335,246590
40282,3045145,838005,248985
40283,3031245,838015,247885
40284,3026975,912235,246900
40285,3031055,839055,249875
40286,3030535,839175,247365
40287,3053815,839460,247505
40288,3045175,837175,246260
40289,3031375,837375,247895
40290,3100830,838380,247625
40291,3031945,836255,247600
40292,3030945,838465,247895
40293,3140910,838740,247225
40294,3045035,847895,247680
40295,3032085,838135,249835
40296,3111010,838380,245905
40297,3029615,910755,246120
40298,3031335,838795,248045
40299,3047575,839095,246815
40300,3040545,838140,246005
40301,3032095,837985,246510
40302,3032865,839155,247045
40303,3042495,839470,247005
40304,3031485,837095,245800
40305,3048195,839145,247055
40306,3135110,838270,246745
40307,3032445,836365,247310
40308,3032895,853725,247575
40309,3101770,839330,246875
40310,3031895,851735,246970
40311,3031195,839755,249465
40312,3123880,838230,246365
40313,3029955,910125,246940
40314,3033285,839265,249225
40315,3033795,839735,247375
40316,3028375,839400,246715
40317,3030945,839125,247010
40318,3047025,839155,247345
40319,3123750,839130,248075
40320,3033465,836735,246970
40321,3033805,839155,247745
40322,3124770,839040,247295
40323,3033865,839345,250015
40324,3033405,839225,246905
40325,3041805,839300,247435
40326,3047785,838565,247810
40327,3034865,838905,248695
40328,3102180,839000,246865
40329,3034325,837635,246640
40330,3033865,839495,247775
40331,3125190,839680,247445
40332,3047615,836305,246550
40333,3034765,838655,248195
40334,3110500,839770,247835
40335,3034555,853005,247600
40336,3033815,839475,248475
40337,3032885,839725,247135
40338,3045485,894675,247230
40339,3035495,839015,250245
40340,3035155,839785,247365
40341,3044215,840060,247515
40342,3034605,839275,247710
40343,3033595,840455,248125
40344,3138920,838970,246785
40345,3035595,838455,247740
40346,3036145,853705,248575
40347,3109970,840370,262095
40348,3034405,837375,247090
40349,3033885,840445,248685
40350,3126810,839960,247835
40351,3048795,852465,248170
40352,3035675,851495,249345
40353,3115430,839690,248885
40354,3033995,911455,248070
40355,3035795,840135,249875
40356,3052405,839895,247505
40357,3045405,839310,247995
40358,3036495,838885,248840
40359,3037315,840465,249315
40360,3046915,839730,246405
40361,3036055,839305,246940
40362,3035115,840175,247655
40363,3140000,839540,247415
40364,3036615,837765,247240
40365,3037355,855115,248215
40366,3107610,840420,262415
40367,3036085,836875,247640
40368,3035385,840155,248395
40369,3126180,839590,247425
40370,3035355,853055,247950
40371,3037825,855155,266485
40372,3037735,840505,246975
40373,3033915,915025,247370
40374,3036045,840765,250315
40375,3051235,840405,248145
40376,3046475,839220,247405
40377,3037795,853265,247870
40378,3038325,840715,260655
40379,3126290,841050,248065
40380,3035705,838835,247300
40381,3054165,840825,248525
40382,3141460,840270,248135
40383,3038175,837765,248840
40384,3038565,840015,248695
40385,3107350,840420,247915
40386,3037455,852545,248180
40387,3054045,840805,250565
40388,3128580,839760,247805
40389,3035755,835655,248480
40390,3038945,854245,250155
40391,3039555,841215,259905
40392,3035215,914275,246450
40393,3036725,840825,249785
40394,3055435,840845,247355
40395,3062045,840320,247555
40396,3039055,838735,247230
40397,3039745,841215,247705
40398,3128000,841170,247535
40399,3039645,839515,247660
40400,3054985,840795,247265
40401,3142420,840230,247455
40402,3039465,838165,247960
40403,3040485,854535,249205
40404,3109170,841070,256925
40405,3038315,851315,247560
40406,3037975,841445,249395
40407,3135290,841520,248065
40408,3051615,836355,247250
40409,3040145,839725,249765
40410,3040765,841425,248625
40411,3038365,913275,247980
40412,3039695,841485,249595
40413,3038785,841865,248135
40414,3049875,840950,248215
40415,3041055,840945,248800
40416,3040905,853365,248095
40417,3050295,840970,263505
40418,3040335,840255,248040
40419,3040595,841475,248465
40420,3145020,841110,247785
40421,3054725,840175,248090
40422,3041595,840595,249405
40423,3109060,854670,249405
40424,3041275,838435,257360
40425,3040775,841515,248005
40426,3133280,841350,247345
40427,3055455,837875,247730
40428,3053785,840905,247865
40429,3118980,840000,247545
40430,3041445,855085,247890
40431,3041985,842205,249615
40432,3041285,841485,246945
40433,3037925,897495,247270
40434,3056315,841025,249475
40435,3042695,841105,248315
40436,3037875,929785,247570
40437,3042655,841905,315035
40438,3041965,842285,248105
40439,3051185,842400,248255
40440,3057225,841145,247170
40441,3055525,841465,248105
40442,3111310,840450,248395
40443,3043115,840585,248570
40444,3042905,842145,260765
40445,3133780,842400,248095
40446,3041275,840075,248370
40447,3058905,842775,249375
40448,3146860,840640,247475
40449,3042805,837075,248330
40450,3043755,841775,249555
40451,3119670,841970,248685
40452,3041745,846745,247820
40453,3041515,842175,250315
40454,3122080,841710,248755
40455,3054885,837685,248910
40456,3043695,840005,265045
40457,3044105,842195,248385
40458,3040175,914445,247970
40459,3043515,842405,250575
40460,3042495,842205,247575
40461,3053665,841660,248125
40462,3044595,841375,248580
40463,3044945,855375,249075
40464,3054375,842020,248905
40465,3043545,841585,247950
40466,3043515,842405,248845
40467,3148530,842650,248635
40468,3058225,840355,247730
40469,3044825,841895,248995
40470,3136610,855300,249345
40471,3045375,840805,260670
40472,3044305,842425,249225
40473,3114010,842630,248325
40474,3059575,838835,248460
40475,3058375,842345,250045
40476,3121870,841600,248885
40477,3044005,867875,249260
40478,3045675,843195,251235
40479,3122220,843400,249335
40480,3044115,854595,248100
40481,3060235,842465,250195
40482,3135750,841600,248975
40483,3043085,850565,249550
40484,3045695,855675,267825
40485,3046315,842825,250355
40486,3042735,915165,249230
40487,3045325,843145,251915
40488,3062165,842475,247425
40489,3055225,841950,247895
40490,3046645,841845,318205
40491,3047065,855795,248875
40492,3050865,842760,248835
40493,3045555,842335,248170
40494,3045815,843195,248235
40495,3069995,843330,248825
40496,3060375,841725,247560
40497,3047335,842105,248795
40498,3138000,854740,248945
40499,3047575,841445,249860
40500,3046345,843125,248675
40501,3137460,843340,248675
40502,3061965,841585,248720
40503,3060835,843065,249985
40504,3116580,842120,248405
40505,3047055,852245,248890
40506,3047945,843345,250585
40507,3122160,843650,249125
40508,3045695,839295,248300
40509,3062965,843805,250465
40510,3135940,842950,249115
40511,3047645,857025,249650
40512,3047935,855415,249975
40513,3127780,842980,250145
40514,3045265,851285,249070
40515,3047175,843425,266855
40516,3064085,843085,248895
40517,3058615,915065,249030
40518,3048645,842425,251535
40519,3049225,855555,250265
40520,3044145,918865,248620
40521,3048065,843555,250615
40522,3048295,843515,248265
40523,3056935,843660,248575
40524,3062745,842745,247730
40525,3049085,843035,248575
40526,3058225,855400,249025
40527,3049565,843385,249870
40528,3048545,849455,247875
40529,3059105,843530,248335
40530,3063955,842795,248620
40531,3062645,843235,249395
40532,3139740,842830,248535
40533,3049505,854865,249030
40534,3050035,844335,250235
40535,3116580,844470,249315
40536,3048755,841425,248040
40537,3065985,844075,249195
40538,3153610,843370,248785
40539,3050125,841195,249610
40540,3050045,857065,249505
40541,3143480,844420,250065
40542,3049665,840445,249100
40543,3050215,844725,250735
40544,3142060,843260,248445
40545,3063275,840095,248840
40546,3050945,842765,250625
40547,3111720,855830,250055
40548,3049405,856405,249890
40549,3050025,844185,251255
40550,3128750,844090,249565
40551,3062665,857505,249710
40552,3064605,842985,249265
40553,3051445,843385,248345
40554,3049385,851395,248660
40555,3051595,844495,250895
40556,3050725,844115,247915
40557,3047885,900125,248330
40558,3049755,844425,250425
40559,3064855,844155,248865
40560,3046975,920305,248320
40561,3051895,857235,250705
40562,3052125,844485,249565
40563,3061265,844660,248935
40564,3050855,844335,248070
40565,3067895,844925,248865
40566,3069815,844010,249105
40567,3052685,844045,249460
40568,3052395,857205,248595
40569,3062995,844650,249635
40570,3051715,844115,248930
40571,3052155,844975,249235
40572,3061915,844610,248525
40573,3066115,844015,249010
40574,3053025,844425,249525
40575,3142950,857210,250025
40576,3052515,842865,249440
40577,3052655,844385,249615
40578,3120090,844320,249455
40579,3051405,842605,249600
40580,3069655,843875,249285
40581,3145180,844060,249635
40582,3053245,854185,249760
40583,3053925,845175,250685
40584,3143940,844340,248215
40585,3053015,842095,248690
40586,3051975,844835,249465
40587,3156790,844310,249235
40588,3052705,841825,248740
40589,3054215,857785,250185
40590,3124740,845140,250425
40591,3053395,841615,249470
40592,3053375,844795,249605
40593,3128730,844980,249075
40594,3067375,856245,249290
40595,3054745,844695,250775
40596,3132160,856640,249385
40597,3053665,858375,250180
40598,3053965,845435,250975
40599,3133750,845630,250075
40600,3050745,852835,248660
40601,3068515,844705,251505
40602,3055115,844675,249765
40603,3052645,929015,250420
40604,3055035,845395,267345
40605,3054565,845825,249765
40606,3051645,917745,249830
40607,3053285,846155,251515
40608,3071005,844725,249155
40609,3065025,917775,249560
40610,3055585,844015,252015
40611,3056175,857495,250935
40612,3050615,904715,250650
40613,3054845,845545,252415
40614,3055635,845465,250205
40615,3064245,845640,250695
40616,3069815,844375,250915
40617,3056175,844885,248885
40618,3066085,857110,249555
40619,3056385,845755,318865
40620,3055595,845445,248785
40621,3060655,845800,249255
40622,3054755,845535,307565
40623,3072545,846075,249635
40624,3079905,844690,248855
40625,3056405,845075,325665
40626,3056925,858295,249925
40627,3066405,845940,250325
40628,3055965,845065,248860
40629,3056475,846115,249685
40630,3065965,846050,249855
40631,3072185,845955,254460
40632,3068785,845145,249005
40633,3061175,845110,249685
40634,3057315,857685,250130
40635,3057795,846455,251155
40636,3067515,846000,249465
40637,3056335,845635,249770
40638,3073425,846435,250435
40639,3081575,846090,250605
40640,3057615,844425,249380
40641,3058085,844195,250245
40642,3068605,845660,250595
40643,3058385,845515,250340
40644,3057275,845915,249855
40645,3123620,846090,250195
40646,3073185,845065,250480
40647,3072105,845825,251025
40648,3149130,844990,248445
40649,3058195,856805,249360
40650,3058815,846265,249775
40651,3147780,846310,249435
40652,3057635,844315,248590
40653,3056565,846475,249455
40654,3162180,846320,249565
40655,3072975,844995,249860
40656,3058805,845245,249135
40657,3127300,857960,249715
40658,3059345,844265,249890
40659,3059375,846615,250315
40660,3149250,846410,249225
40661,3057215,844745,249660
40662,3074785,846725,250235
40663,3161670,846410,250215
40664,3059545,843865,249150
40665,3059675,859395,250155
40666,3151530,846610,250585
40667,3059695,845145,250230
40668,3059225,846755,249745
40669,3127200,847070,250145
40670,3074925,844915,250060
40671,3074015,846765,250995
40672,3164310,845330,249455
40673,3060195,843155,250150
40674,3060685,846435,251035
40675,3151900,846610,250575
40676,3059785,844325,249770
40677,3058915,846775,250545
40678,3166300,846650,250785
40679,3074825,845065,250840
40680,3060645,845875,249125
40681,3130340,858310,249595
40682,3061165,844655,249490
40683,3061465,847105,264015
40684,3152360,846780,248905
40685,3060045,845125,249240
40686,3075775,847105,250065
40687,3162820,846790,249995
40688,3061305,844205,249100
40689,3061355,859325,249825
40690,3152760,846990,250005
40691,3061605,845395,249880
40692,3061025,847145,249785
40693,3130180,847360,249745
40694,3077255,845225,249850
40695,3075535,847215,250785
40696,3166830,846380,249255
40697,3061925,843985,249750
40698,3062485,847375,250615
40699,3153590,847600,251115
40700,3061405,845485,249420
40701,3061405,847815,250475
40702,3169590,847630,250345
40703,3076235,846065,250580
40704,3062435,846125,249875
40705,3129880,845500,250355
40706,3062925,844935,250620
40707,3063255,847365,261545
40708,3154110,847100,249815
40709,3061595,845425,250210
40710,3078455,847545,251085
40711,3164210,847060,250895
40712,3063215,844865,249140
40713,3063235,845865,250325
40714,3154540,847320,250355
40715,3063765,846435,261930
40716,3062995,847555,250075
40717,3130020,847770,250025
40718,3078385,846135,250260
40719,3077465,847595,251055
40720,3153900,846750,249495
40721,3063795,844695,250320
40722,3064205,847705,250945
40723,3154390,847960,261205
40724,3063325,846355,249800
40725,3063375,848175,250455
40726,3168110,848030,250625
40727,3078435,847435,250860
40728,3064295,847025,250125
40729,3133280,846220,250885
40730,3064675,847005,250930
40731,3065265,848355,252415
40732,3154030,847990,250175
40733,3063535,847735,250570
40734,3080595,848525,251035
40735,3168990,848140,251215
40736,3064835,846295,250060
40737,3065095,846145,251215
40738,3156420,847700,251615
40739,3065615,847575,261080
40740,3064655,847845,250615
40741,3069875,848010,250995
40742,3080295,847405,251220
40743,3079145,847775,251625
40744,3075495,846960,249195
40745,3065515,846245,250220
40746,3066105,848125,250525
40747,3075985,848320,251475
40748,3065225,847675,249730
40749,3065585,848495,250175
40750,3074625,848470,250345
40751,3080385,848155,250810
40752,3066205,847545,249685
40753,3070695,846810,250535
40754,3066475,847965,306865
40755,3067005,848775,251925
40756,3075445,848460,250045
40757,3065385,848545,319095
40758,3082595,848845,250815
40759,3090465,848490,251075
40760,3066815,847795,252205
40761,3066835,847235,250895
40762,3062415,848640,251255
40763,3067335,849145,253795
40764,3066625,848805,250265
40765,3063065,924445,250670
40766,3081845,849035,253025
40767,3081435,848785,251385
40768,3076955,903455,250240
40769,3067175,846785,252885
40770,3067805,848475,251445
40771,3064565,920975,252800
40772,3066835,848365,252425
40773,3066555,848805,251155
40774,3063955,921045,251370
40775,3083055,849105,267745
40776,3158770,847810,249595
40777,3080745,862215,249970
40778,3068185,847115,251605
40779,3147230,848960,251055
40780,3065825,856095,264520
40781,3067665,849135,252215
40782,3129410,849040,250555
40783,3081795,861695,250810
40784,3081665,848125,250735
40785,3158560,848310,250585
40786,3068235,857975,250910
40787,3069055,863195,252035
40788,3144700,848990,251025
40789,3068025,845625,250560
40790,3068785,849375,251565
40791,3160410,849600,251295
40792,3082635,846665,250170
40793,3082185,848865,251225
40794,3152190,848530,250955
40795,3069475,845755,251520
40796,3069455,849435,250975
40797,3160840,849720,251975
40798,3069075,847525,251390
40799,3069605,850105,251955
40800,3158310,848540,250525
40801,3084815,847115,251050
40802,3082655,848535,251685
40803,3160890,848760,251675
40804,3069825,859255,251120
40805,3070255,849525,251825
40806,3138640,849350,262825
40807,3070005,848485,251930
40808,3069215,849095,249725
40809,3174710,849450,250245
40810,3083915,848435,250270
40811,3084885,849105,250705
40812,3080135,847870,250325
40813,3070765,863125,250660
40814,3071115,849765,251515
40815,3080055,850120,251075
40816,3070075,849255,249870
40817,3069015,849675,250485
40818,3080935,849580,250905
40819,3084665,849355,252745
40820,3084365,849125,250295
40821,3067085,904875,250970
40822,3071505,862975,252705
40823,3072185,850475,251875
40824,3068165,922225,250150
40825,3071165,850045,265595
40826,3070965,850035,251035
40827,3083735,845965,251180
40828,3085045,849395,252185
40829,3162410,849790,251285
40830,3070355,863085,251630
40831,3072465,864635,252825
40832,3149840,849300,251355
40833,3070305,855375,251100
40834,3071815,849835,252225
40835,3129910,849960,251775
40836,3086515,845745,250720
40837,3085285,849525,252045
40838,3176970,849490,251745
40839,3071935,846255,252200
40840,3072595,863345,251265
40841,3164750,850030,251925
40842,3072585,847425,251090
40843,3072995,850315,251595
40844,3161900,850080,250785
40845,3087675,848575,250920
40846,3086625,849785,251715
40847,3155740,850110,251665
40848,3073135,847575,250940
40849,3073425,862995,251585
40850,3164280,850240,252205
40851,3073505,850035,251600
40852,3073215,850375,250915
40853,3083015,850700,251535
40854,3089325,850045,251550
40855,3087025,850435,252105
40856,3097595,849740,250885
40857,3074005,849155,317525
40858,3074545,863105,252155
40859,3070205,850880,253085
40860,3073305,850855,253115
40861,3073835,851165,251615
40862,3070155,906615,251920
40863,3089745,851375,268305
40864,3086915,849435,251375
40865,3086095,845855,251600
40866,3075105,848865,253995
40867,3154870,862760,252585
40868,3072755,862235,252490
40869,3074245,850795,252925
40870,3151610,850660,252535
40871,3073475,861345,252490
40872,3090305,850445,251355
40873,3161140,850020,250875
40874,3089605,847625,251150
40875,3075825,849465,252375
40876,3145050,863270,250975
40877,3075125,848525,252020
40878,3075345,851115,251765
40879,3166070,851350,251665
40880,3074495,849195,250860
40881,3091725,851075,251305
40882,3181160,850940,251495
40883,3089565,850435,251710
40884,3075965,850445,251205
40885,3086155,849810,251715
40886,3076365,864475,252010
40887,3076755,851605,253035
40888,3071775,850880,251035
40889,3075785,851355,253585
40890,3075085,851315,251765
40891,3086055,907285,252070
40892,3089355,850825,253015
40893,3089665,851255,251905
40894,3074395,921025,252230
40895,3077545,865145,254405
40896,3156580,850670,251845
40897,3074565,863675,251810
40898,3076795,851075,253945
40899,3153970,851290,252445
40900,3091045,862705,251620
40901,3090795,850835,253355
40902,3166060,850760,252415
40903,3077035,847815,253030
40904,3077635,863795,251275
40905,3146090,851370,251725
40906,3077525,848975,251340
40907,3077775,851765,251945
40908,3167940,851370,250965
40909,3092665,849945,251260
40910,3094095,851865,251915
40911,3181530,851490,251845
40912,3078125,850325,250860
40913,3078515,850025,251875
40914,3089375,865080,252025
40915,3078855,851835,252850
40916,3077965,851685,251145
40917,3073475,852030,251715
40918,3077445,852075,253885
40919,3094725,852425,252315
40920,3086505,906935,251180
40921,3092435,851495,253615
40922,3079445,850485,252375
40923,3077115,860665,252450
40924,3079095,852065,253625
40925,3157690,852410,263415
40926,3077055,864285,252370
40927,3078565,852795,253625
40928,3153310,851320,251745
40929,3094225,847875,252100
40930,3092675,851165,253065
40931,3183990,851480,252705
40932,3079095,848765,251910
40933,3079865,864945,253065
40934,3146400,851910,253125
40935,3080045,850745,263320
40936,3079305,851705,251045
40937,3168620,851960,251255
40938,3078565,851505,251430
40939,3096445,852465,251765
40940,3104925,851580,251045
40941,3094195,851855,318275
40942,3080665,851215,251775
40943,3090885,864100,252105
40944,3080275,852085,253275
40945,3080285,852375,261745
40946,3077795,924255,251660
40947,3080155,852775,253665
40948,3096495,852315,251435
40949,3093305,860015,251710
40950,3093175,852265,253575
40951,3155000,852390,252505
40952,3079895,862055,251520
40953,3081285,865695,252735
40954,3174880,852660,252365
40955,3081145,849915,261630
40956,3080895,852755,252055
40957,3172670,853010,252165
40958,3080035,850925,252340
40959,3098185,853455,253135
40960,3183680,851310,251525
40961,3095605,851775,252090
40962,3082205,851715,252475
40963,3087075,864400,252995
40964,3081685,852055,300805
40965,3082185,852755,253285
40966,3077545,912305,252810
40967,3082085,853055,254985
40968,3080675,852465,251335
40969,3093105,925465,251800
40970,3095585,852235,253735
40971,3172520,852500,252395
40972,3080645,864125,251790
40973,3082805,865855,253195
40974,3159160,853060,252715
40975,3082915,849835,262640
40976,3082395,852765,252115
40977,3174700,852950,252035
40978,3081085,850955,252350
40979,3099855,853405,253195
40980,3162260,852420,252045
40981,3097675,851415,252310
40982,3083935,852435,252845
40983,3094455,865160,253335
40984,3083195,852415,252260
40985,3083835,853405,253485
40986,3093195,853310,252755
40987,3083775,853675,254905
40988,3082055,853435,252235
40989,3094365,925895,252830
40990,3097285,853165,267105
40991,3097965,853695,253465
40992,3082455,865675,252260
40993,3084035,865255,254025
40994,3161670,852950,253235
40995,3084465,849855,254260
40996,3083915,853005,253335
40997,3153540,853330,253165
40998,3082585,851045,253320
40999,3101235,853855,254045
41000,3186090,852430,251375
41001,3098145,851745,251780
41002,3085245,852685,252055
41003,3094425,852050,252755
41004,3085065,866665,329025
41005,3085345,853825,252445
41006,3082145,926185,253030
41007,3085045,854105,254935
41008,3163950,853320,251915
41009,3083075,866105,252090
41010,3100185,853725,253445
41011,3172860,853400,252995
41012,3098225,850215,252000
41013,3085985,853215,253465
41014,3154840,865660,253055
41015,3086205,852215,253290
41016,3085895,853675,253205
41017,3175830,853880,252545
41018,3085505,853255,252840
41019,3085405,854395,253135
41020,3109045,854010,252445
41021,3099115,853805,320405
41022,3099305,853885,253095
41023,3081995,929465,253440
41024,3086385,865855,253775
41025,3086875,853805,253255
41026,3084795,849345,254050
41027,3086435,853995,254725
41028,3163920,853700,252735
41029,3084645,850265,253150
41030,3101975,854205,254615
41031,3170490,854370,253815
41032,3099705,850945,251590
41033,3100415,853715,252475
41034,3179380,853010,252375
41035,3087825,864995,252820
41036,3087625,854285,252115
41037,3097755,854340,253305
41038,3087305,853825,252510
41039,3087665,854845,252955
41040,3097805,854020,251945
41041,3102875,854355,254385
41042,3104515,854445,252765
41043,3098565,925295,252880
41044,3099985,854035,253765
41045,3167190,853840,252775
41046,3086705,870805,253210
41047,3088785,855185,254375
41048,3157590,854310,252935
41049,3087375,851515,252690
41050,3088415,854805,253355
41051,3180070,855020,253355
41052,3103285,852875,252410
41053,3105245,855105,253315
41054,3191640,854410,253375
41055,3103125,854455,253540
41056,3089095,853205,252725
41057,3098745,866020,253405
41058,3089245,854385,255405
41059,3089885,854785,254465
41060,3086255,926285,252810
41061,3088745,854865,255165
41062,3167870,854800,253565
41063,3086215,861005,254010
41064,3104025,854525,252365
41065,3169230,854150,252135
41066,3102815,852015,252290
41067,3090655,854375,253145
41068,3180090,853330,252045
41069,3089995,866925,252540
41070,3090435,855155,253045
41071,3099785,855360,253625
41072,3089365,854705,254025
41073,3089895,855115,252375
41074,3086485,927225,252780
41075,3088885,855455,254705
41076,3185320,855070,252175
41077,3102425,867945,252730
41078,3103955,854855,253705
41079,3166540,854840,253625
41080,3089865,851115,252270
41081,3091205,855355,253295
41082,3159230,855290,253795
41083,3090875,854145,262890
41084,3090545,855475,252625
41085,3101555,855740,253345
41086,3089695,855385,321905
41087,3108225,856145,253715
41088,3099995,928635,252600
41089,3103835,854505,271105
41090,3092065,854275,253395
41091,3089865,867435,253900
41092,3091545,868625,253885
41093,3167920,855100,253905
41094,3091565,851815,264370
41095,3091965,855805,254395
41096,3183900,855060,252295
41097,3090255,853785,252670
41098,3108255,855525,253265
41099,3173640,855240,253235
41100,3105985,854565,252420
41101,3092695,854885,253135
41102,3102645,867270,253495
41103,3092795,869725,255755
41104,3092605,855465,253295
41105,3089185,928045,262620
41106,3092435,855745,254935
41107,3170900,855950,253665
41108,3089685,865985,252730
41109,3107965,856155,254055
41110,3195840,855510,253785
41111,3107035,854025,254030
41112,3093265,854865,253025
41113,3184080,854300,253675
41114,3093315,868765,253890
41115,3093855,856415,254375
41116,3098295,856070,264035
41117,3092685,856435,255745
41118,3093565,856525,253955
41119,3088865,912155,254230
41120,3108185,855395,255465
41121,3167830,855200,253885
41122,3105655,867405,253870
41123,3094695,855365,255105
41124,3186650,854150,253625
41125,3093655,867105,254290
41126,3094365,856185,255015
41127,3184810,856300,255535
41128,3093755,855125,252270
41129,3094135,856135,252855
41130,3103935,855990,253115
41131,3109755,856435,255425
41132,3111165,856205,252765
41133,3105275,927855,253030
41134,3107495,856065,255115
41135,3174460,855930,253655
41136,3093105,860015,252720
41137,3094945,869685,254425
41138,3164580,856270,253795
41139,3095445,854225,254640
41140,3094885,856475,253445
41141,3185640,856660,253685
41142,3094375,856245,253640
41143,3112055,857125,253925
41144,3119015,856150,253175
41145,3108205,856355,255595
41146,3108045,856325,253705
41147,3092895,852475,254090
41148,3095505,855505,254825
41149,3172930,868130,254095
41150,3096105,853495,254130
41151,3096795,857435,255405
41152,3186670,856040,264055
41153,3095715,855305,253810
41154,3095885,856445,254165
41155,3101115,856670,254375
41156,3110625,856015,307215
41157,3112855,856855,254165
41158,3105695,912905,254610
41159,3109555,856765,269835
41160,3096755,855645,252585
41161,3094735,868655,253070
41162,3097335,869835,254345
41163,3173730,857040,253855
41164,3096425,853765,253590
41165,3096675,857155,253345
41166,3188110,857090,253635
41167,3096715,856195,253870
41168,3095665,856735,252875
41169,3119825,856940,253485
41170,3110415,856715,255995
41171,3109825,856925,253855
41172,3094735,928415,253060
41173,3097865,856035,255595
41174,3176660,868580,254075
41175,3097175,854045,254330
41176,3098045,857055,254705
41177,3167030,857330,253695
41178,3097675,855265,253890
41179,3097945,857755,254555
41180,3185710,857300,253545
41181,3113545,857305,253810
41182,3111405,857335,254345
41183,3123235,857490,254645
41184,3098535,855985,255295
41185,3098785,855555,254325
41186,3096395,882695,254490
41187,3099175,857345,255535
41188,3174830,857080,254625
41189,3098315,854275,254260
41190,3098845,857515,254895
41191,3189690,857740,254875
41192,3098025,856775,252620
41193,3098015,857455,253065
41194,3108895,857350,253415
41195,3113295,857435,267705
41196,3111335,857225,252955
41197,3096925,864605,253270
41198,3099655,857125,254295
41199,3169630,869280,253845
41200,3099215,867745,252920
41201,3100005,857695,254135
41202,3190500,857660,254635
41203,3100085,857565,253870
41204,3099465,857785,253285
41205,3108875,858000,253875
41206,3115935,858135,256105
41207,3116975,858535,254435
41208,3110515,853195,253220
41209,3112465,857675,255105
41210,3177440,857510,254015
41211,3100905,854685,254360
41212,3100635,870845,253875
41213,3192140,858300,254145
41214,3101035,857655,255000
41215,3101295,858745,265865
41216,3105305,857330,253745
41217,3100785,857795,255805
41218,3100565,857775,254495
41219,3097165,853845,254600
41220,3116085,857805,255585
41221,3180730,857690,254445
41222,3114315,857355,254740
41223,3102055,858055,255075
41224,3111195,856360,253355
41225,3101715,870485,255735
41226,3102275,870855,254165
41227,3099975,872025,254610
41228,3102075,858195,255605
41229,3178250,858410,253945
41230,3101215,855365,254040
41231,3101635,858805,254685
41232,3189480,858030,253535
41233,3117615,857445,253810
41234,3115275,858035,254255
41235,3125955,858280,254625
41236,3102165,857975,255475
41237,3102805,857435,254595
41238,3100765,866125,254550
41239,3103125,872245,255975
41240,3177620,858320,254145
41241,3102175,856725,255090
41242,3103125,858635,270025
41243,3171590,859000,254905
41244,3102595,858265,254120
41245,3101945,859135,254625
41246,3131875,918735,254970
41247,3118365,859455,256775
41248,3115335,857745,254195
41249,3114405,870985,254700
41250,3104025,858125,255775
41251,3196670,857340,255385
41252,3103175,867665,254530
41253,3103975,858815,255545
41254,3194410,858720,255585
41255,3104375,858595,256980
41256,3103825,858365,253425
41257,3114175,934875,253810
41258,3103415,858755,271925
41259,3103455,859215,254345
41260,3118525,870105,253560
41261,3119045,859135,254725
41262,3207180,858660,254365
41263,3118515,858055,254460
41264,3117935,858375,253725
41265,3109735,858380,254305
41266,3104885,857595,256225
41267,3105305,871225,255075
